Menu Item ID,Menu Item,Category > Sub,Current Image,Matched Image,Canonical Target,Confidence,Tier,Reason,Status
123,SPAGHETTI BOLOGNESE,Pastas > TRUMPS PASTAS,Images/Rump Steak.jpg,spaghetti_bolognese.jpg,SPAGHETTI BOLOGNESE.jpg,100,T1,exact normalized (unique),MATCHED
124,CHICKEN PASTA,Pastas > TRUMPS PASTAS,Images/Rump Steak.jpg,chicken_pasta.jpg,CHICKEN PASTA.jpg,100,T1,exact normalized (unique),MATCHED
125,ALFREDO,Pastas > TRUMPS PASTAS,Images/Rump Steak.jpg,alfredo.jpg,ALFREDO.jpg,100,T1,exact normalized (unique),MATCHED
126,BEEF FILLET PASTA,Pastas > TRUMPS PASTAS,Images/Beef fillet.jpg,beef_fillet_pasta.jpg,BEEF FILLET PASTA.jpg,100,T1,exact normalized (unique),MATCHED
127,SEAFOOD PASTA,Pastas > TRUMPS PASTAS,Images/Rump Steak.jpg,seafood_pasta.jpg,SEAFOOD PASTA.jpg,100,T1,exact normalized (unique),MATCHED
128,VEG BURGER,Vegetarian > VEGETARIAN,Images/Rump Steak.jpg,veg_burger.jpg,VEG BURGER.jpg,100,T1,exact normalized (unique),MATCHED
129,VEG PLATTER,Vegetarian > VEGETARIAN,Images/Veg Meze Platter.jpg,veg_platter.jpg,VEG PLATTER.jpg,100,T1,exact normalized (unique),MATCHED
130,HALLOUMI BURGER,Vegetarian > VEGETARIAN,Images/Bifteki Burger.jpg,halloumi_burger.jpg,HALLOUMI BURGER.jpg,100,T1,exact normalized (unique),MATCHED
131,CAPRESE & AVOCADO SALAD,Vegetarian > VEGETARIAN,Images/CAPRESE & AVOCADO SALAD.jpg,caprese_and_avocado_salad_131.jpg,CAPRESE & AVOCADO SALAD [131].jpg,100,T0,id-suffix _131 + name match,MATCHED
132,MASHED POTATOES,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,mashed_potatoes.jpg,MASHED POTATOES.jpg,100,T1,exact normalized (unique),MATCHED
133,CREAMED SPINACH,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,creamed_spinach.jpg,CREAMED SPINACH.jpg,100,T1,exact normalized (unique),MATCHED
134,ONION RINGS,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,onion_rings.jpg,ONION RINGS.jpg,100,T1,exact normalized (unique),MATCHED
135,STEAKHOUSE CHIPS,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,steakhouse_chips.jpg,STEAKHOUSE CHIPS.jpg,100,T1,exact normalized (unique),MATCHED
136,SAUTÉED MUSHROOMS WITH FRESH HERBS,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,sauteed_mushrooms_with_fresh_herbs.jpg,SAUTÉED MUSHROOMS WITH FRESH HERBS.jpg,100,T1,exact normalized (unique),MATCHED
137,SAVOURY RICE,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,savoury_rice.jpg,SAVOURY RICE.jpg,100,T1,exact normalized (unique),MATCHED
138,SWEET PUMPKIN,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,sweet_pumpkin.jpg,SWEET PUMPKIN.jpg,100,T1,exact normalized (unique),MATCHED
139,TOMATO & ONION SALAD,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,tomato_and_onion_salad.jpg,TOMATO & ONION SALAD.jpg,100,T1,exact normalized (unique),MATCHED
140,STEAMED POTATOES & SOUR CREAM,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,steamed_potatoes_and_sour_cream.jpg,STEAMED POTATOES & SOUR CREAM.jpg,100,T1,exact normalized (unique),MATCHED
141,TOMATO AND AVO SALAD,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,tomato_and_avo_salad.jpg,TOMATO AND AVO SALAD.jpg,100,T1,exact normalized (unique),MATCHED
142,SIDE GREEN SALAD,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,side_green_salad.jpg,SIDE GREEN SALAD.jpg,100,T1,exact normalized (unique),MATCHED
143,ADD FETA,Sides > TRUMPS SIDES AND EXTRAS,Images/Rump Steak.jpg,add_feta.jpg,ADD FETA.jpg,100,T1,exact normalized (unique),MATCHED
144,DUO OF ICE CREAM,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,duo_of_ice_cream.jpg,DUO OF ICE CREAM.jpg,100,T1,exact normalized (unique),MATCHED
145,TRIO OF ICE CREAM,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,trio_of_ice_cream.jpg,TRIO OF ICE CREAM.jpg,100,T1,exact normalized (unique),MATCHED
146,CAPE MALVA PUDDING,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,cape_malva_pudding.jpg,CAPE MALVA PUDDING.jpg,100,T1,exact normalized (unique),MATCHED
147,RED VELVET CAKE,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,red_velvet_cake.jpg,RED VELVET CAKE.jpg,100,T1,exact normalized (unique),MATCHED
148,DEATH BY CHOCOLATE CAKE,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,death_by_chocolate_cake.jpg,DEATH BY CHOCOLATE CAKE.jpg,100,T1,exact normalized (unique),MATCHED
149,CHOCOLATE BROWNIE,Dessert > DESSERT AND CAKES,Images/Cheese Cake.jpg,chocolate_brownie.jpg,CHOCOLATE BROWNIE.jpg,100,T1,exact normalized (unique),MATCHED
150,CHEF'S CHOICE - 2 Courses,Set Menus > CHEF'S CHOICE SET MENU,Images/Beef fillet.jpg,chef_s_choice_2_courses.jpg,CHEF'S CHOICE - 2 Courses.jpg,100,T1,exact normalized (unique),MATCHED
151,CHEF'S CHOICE - 3 Courses,Set Menus > CHEF'S CHOICE SET MENU,Images/Beef fillet.jpg,chef_s_choice_3_courses.jpg,CHEF'S CHOICE - 3 Courses.jpg,100,T1,exact normalized (unique),MATCHED
152,CHEF'S PREMIUM - 2 Courses,Set Menus > CHEF'S PREMIUM SET MENU,Images/Rump Steak.jpg,chef_s_premium_2_courses.jpg,CHEF'S PREMIUM - 2 Courses.jpg,100,T1,exact normalized (unique),MATCHED
153,CHEF'S PREMIUM - 3 Courses,Set Menus > CHEF'S PREMIUM SET MENU,Images/Rump Steak.jpg,chef_s_premium_3_courses.jpg,CHEF'S PREMIUM - 3 Courses.jpg,100,T1,exact normalized (unique),MATCHED
154,MOËT & CHANDON BRUT,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,moet_and_chandon_brut.jpg,MOËT & CHANDON BRUT.jpg,100,T1,exact normalized (unique),MATCHED
155,MOËT & CHANDON NECTAR,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,moet_and_chandon_nectar.jpg,MOËT & CHANDON NECTAR.jpg,100,T1,exact normalized (unique),MATCHED
156,MOËT & CHANDON BRUT ROSÉ,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,moet_and_chandon_brut_rose.jpg,MOËT & CHANDON BRUT ROSÉ.jpg,100,T1,exact normalized (unique),MATCHED
157,VEUVE CLICQUOT BRUT,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,veuve_clicquot_brut.jpg,VEUVE CLICQUOT BRUT.jpg,100,T1,exact normalized (unique),MATCHED
158,VEUVE CLICQUOT ROSÉ,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,veuve_clicquot_rose.jpg,VEUVE CLICQUOT ROSÉ.jpg,100,T1,exact normalized (unique),MATCHED
159,VEUVE CLICQUOT RICH,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,veuve_clicquot_rich.jpg,VEUVE CLICQUOT RICH.jpg,100,T1,exact normalized (unique),MATCHED
160,BOLLINGER SPECIAL CUVEE BRUT,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,bollinger_special_cuvee_brut.jpg,BOLLINGER SPECIAL CUVEE BRUT.jpg,100,T1,exact normalized (unique),MATCHED
161,DOM PERIGNON BLANC,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,dom_perignon_blanc.jpg,DOM PERIGNON BLANC.jpg,100,T1,exact normalized (unique),MATCHED
162,DOM PERIGNON ROSE,Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,dom_perignon_rose.jpg,DOM PERIGNON ROSE.jpg,100,T1,exact normalized (unique),MATCHED
163,ARMAND DE BRIGNAC GOLD (ACE OF SPADES),Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,armand_de_brignac_gold_ace_of_spades.jpg,ARMAND DE BRIGNAC GOLD (ACE OF SPADES).jpg,100,T1,exact normalized (unique),MATCHED
164,ARMAND DE BRIGNAC BRUT ROSÉ (ACE OF SPADES),Champagne > CHAMPAGNE,Images/Simonsig Kaapse Vonkel Brut (Cap Classique).jpg,armand_de_brignac_brut_rose_ace_of_spades.jpg,ARMAND DE BRIGNAC BRUT ROSÉ (ACE OF SPADES).jpg,100,T1,exact normalized (unique),MATCHED
165,L'ORMARINS BRUT CLASSIQUE,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,l_ormarins_brut_classique.jpg,L'ORMARINS BRUT CLASSIQUE.jpg,100,T1,exact normalized (unique),MATCHED
166,L'ORMARINS BRUT CLASSIQUE ROSÉ,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,l_ormarins_brut_classique_rose.jpg,L'ORMARINS BRUT CLASSIQUE ROSÉ.jpg,100,T1,exact normalized (unique),MATCHED
167,PIERRE JOURDAN BELLE NECTAR,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,pierre_jourdan_belle_nectar.jpg,PIERRE JOURDAN BELLE NECTAR.jpg,100,T1,exact normalized (unique),MATCHED
168,KRONE NIGHT NECTAR DEMI-SEC,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,krone_night_nectar_demi_sec.jpg,KRONE NIGHT NECTAR DEMI-SEC.jpg,100,T1,exact normalized (unique),MATCHED
169,PONGRÀCZ ROSÉ,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,pongracz_rose.jpg,PONGRÀCZ ROSÉ.jpg,100,T1,exact normalized (unique),MATCHED
170,PONGRÀCZ NOBLE NECTAR,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,pongracz_noble_nectar.jpg,PONGRÀCZ NOBLE NECTAR.jpg,100,T1,exact normalized (unique),MATCHED
171,DA LUCA PROSECCO,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,da_luca_prosecco.jpg,DA LUCA PROSECCO.jpg,100,T1,exact normalized (unique),MATCHED
172,DA LUCA ROSÉ PROSECCO,Champagne > CAP CLASSIQUE AND PROSECCO,Images/Mojito.jpg,da_luca_rose_prosecco.jpg,DA LUCA ROSÉ PROSECCO.jpg,100,T1,exact normalized (unique),MATCHED
173,NEDERBURG,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,nederburg_173.jpg,NEDERBURG [173].jpg,100,T0,id-suffix _173 + name match,MATCHED
174,DURBANVILLE HILLS,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,durbanville_hills_174.jpg,DURBANVILLE HILLS [174].jpg,100,T0,id-suffix _174 + name match,MATCHED
175,DIEMERSDAL,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,diemersdal.jpg,DIEMERSDAL.jpg,100,T1,exact normalized (unique),MATCHED
176,SHANNON SANCTUARY PEAK,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,shannon_sanctuary_peak.jpg,SHANNON SANCTUARY PEAK.jpg,100,T1,exact normalized (unique),MATCHED
177,ALLÉE BLEUE ESTATE,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,allee_bleue_estate_177.jpg,ALLÉE BLEUE ESTATE [177].jpg,100,T0,id-suffix _177 + name match,MATCHED
178,SPRINGFIELD LIFE OF STONE,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,springfield_life_of_stone.jpg,SPRINGFIELD LIFE OF STONE.jpg,100,T1,exact normalized (unique),MATCHED
179,KLEIN CONSTANTIA,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,klein_constantia.jpg,KLEIN CONSTANTIA.jpg,100,T1,exact normalized (unique),MATCHED
180,FRYER'S COVE,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,fryer_s_cove_180.jpg,FRYER'S COVE [180].jpg,100,T0,id-suffix _180 + name match,MATCHED
181,BLACK,White Wine > SAUVIGNON BLANC,Images/Two Oceans Sauvignon Blanc.jpg,black_181.jpg,BLACK [181].jpg,100,T0,id-suffix _181 + name match,MATCHED
182,KEN FORRESTER OLD VINE RESERVE,White Wine > CHENIN BLANC,Images/Mojito.jpg,ken_forrester_old_vine_reserve.jpg,KEN FORRESTER OLD VINE RESERVE.jpg,100,T1,exact normalized (unique),MATCHED
183,KLEINE ZALZE VINEYARD SELECTION,White Wine > CHENIN BLANC,Images/Mojito.jpg,kleine_zalze_vineyard_selection_183.jpg,KLEINE ZALZE VINEYARD SELECTION [183].jpg,100,T0,id-suffix _183 + name match,MATCHED
184,ORPHEUS & THE RAVEN OLD BUSH VINE,White Wine > CHENIN BLANC,Images/Mojito.jpg,orpheus_and_the_raven_old_bush_vine.jpg,ORPHEUS & THE RAVEN OLD BUSH VINE.jpg,100,T1,exact normalized (unique),MATCHED
185,L'AVENIR SINGLE BLOCK,White Wine > CHENIN BLANC,Images/Mojito.jpg,l_avenir_single_block.jpg,L'AVENIR SINGLE BLOCK.jpg,100,T1,exact normalized (unique),MATCHED
186,FRYER'S COVE,White Wine > CHENIN BLANC,Images/Mojito.jpg,fryer_s_cove_186.jpg,FRYER'S COVE [186].jpg,100,T0,id-suffix _186 + name match,MATCHED
187,DURBANVILLE HILLS,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,durbanville_hills_187.jpg,DURBANVILLE HILLS [187].jpg,100,T0,id-suffix _187 + name match,MATCHED
188,FAT BASTARD,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,fat_bastard_188.jpg,FAT BASTARD [188].jpg,100,T0,id-suffix _188 + name match,MATCHED
189,GLENELLY UNWOODED,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,glenelly_unwooded.jpg,GLENELLY UNWOODED.jpg,100,T1,exact normalized (unique),MATCHED
190,CONSTITUTION ROAD,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,constitution_road_190.jpg,CONSTITUTION ROAD [190].jpg,100,T0,id-suffix _190 + name match,MATCHED
191,ALLÉE BLEUE ISABEAU,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,allee_bleue_isabeau.jpg,ALLÉE BLEUE ISABEAU.jpg,100,T1,exact normalized (unique),MATCHED
192,RUPERT & ROTHSCHILD BARONESS NADINE,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,rupert_and_rothschild_baroness_nadine.jpg,RUPERT & ROTHSCHILD BARONESS NADINE.jpg,100,T1,exact normalized (unique),MATCHED
193,BLACK,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,black_193.jpg,BLACK [193].jpg,100,T0,id-suffix _193 + name match,MATCHED
194,BOSCHENDAL 1685,White Wine > CHARDONNAY,Images/Boschendal 1685 Chardonnay.jpg,boschendal_1685_194.jpg,BOSCHENDAL 1685 [194].jpg,100,T0,id-suffix _194 + name match,MATCHED
195,ZONNEBLOEM BLANC DE BLANC,White Wine > SEMI-SWEET AND OTHER WHITES,Images/Mojito.jpg,zonnebloem_blanc_de_blanc.jpg,ZONNEBLOEM BLANC DE BLANC.jpg,100,T1,exact normalized (unique),MATCHED
196,NITIDA SEMILLION,White Wine > SEMI-SWEET AND OTHER WHITES,Images/Porcupine Ridge Shiraz.jpg,nitida_semillion.jpg,NITIDA SEMILLION.jpg,100,T1,exact normalized (unique),MATCHED
197,HAUTE CABRIÈRE CHARDONNAY PINOT NOIR,White Wine > SEMI-SWEET AND OTHER WHITES,Images/Boschendal 1685 Chardonnay.jpg,haute_cabriere_chardonnay_pinot_noir.jpg,HAUTE CABRIÈRE CHARDONNAY PINOT NOIR.jpg,100,T1,exact normalized (unique),MATCHED
198,CONSTANTIA GLEN TWO,White Wine > SEMI-SWEET AND OTHER WHITES,Images/Mojito.jpg,constantia_glen_two.jpg,CONSTANTIA GLEN TWO.jpg,100,T1,exact normalized (unique),MATCHED
199,DE KRANS MOSCATO,White Wine > SEMI-SWEET AND OTHER WHITES,Images/Mojito.jpg,de_krans_moscato.jpg,DE KRANS MOSCATO.jpg,100,T1,exact normalized (unique),MATCHED
200,TRUMPS,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,trumps.jpg,TRUMPS.jpg,100,T1,exact normalized (unique),MATCHED
201,BEYERSKLOOF RESERVE,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,beyerskloof_reserve.jpg,BEYERSKLOOF RESERVE.jpg,100,T1,exact normalized (unique),MATCHED
202,ZONNEBLOEM,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,zonnebloem_202.jpg,ZONNEBLOEM [202].jpg,100,T0,id-suffix _202 + name match,MATCHED
203,DIEMERSDAL RESERVE,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,diemersdal_reserve.jpg,DIEMERSDAL RESERVE.jpg,100,T1,exact normalized (unique),MATCHED
204,LANZERAC,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,lanzerac.jpg,LANZERAC.jpg,100,T1,exact normalized (unique),MATCHED
205,BLACK,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,black_205.jpg,BLACK [205].jpg,100,T0,id-suffix _205 + name match,MATCHED
206,ALLÉE BLEUE BLACK SERIES OLD VINE,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,allee_bleue_black_series_old_vine.jpg,ALLÉE BLEUE BLACK SERIES OLD VINE.jpg,100,T1,exact normalized (unique),MATCHED
207,SPIER 21 GABLES,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,spier_21_gables.jpg,SPIER 21 GABLES.jpg,100,T1,exact normalized (unique),MATCHED
208,ORPHEUS AND THE RAVEN 7,Red Wine > PINOTAGE,Images/Fairview Pinotage.jpeg,orpheus_and_the_raven_7.jpg,ORPHEUS AND THE RAVEN 7.jpg,100,T1,exact normalized (unique),MATCHED
209,GLENELLY GLASS COLLECTION,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,glenelly_glass_collection.jpg,GLENELLY GLASS COLLECTION.jpg,100,T1,exact normalized (unique),MATCHED
210,DURBANVILLE HILLS,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,durbanville_hills_210.jpg,DURBANVILLE HILLS [210].jpg,100,T0,id-suffix _210 + name match,MATCHED
211,GLEN CARLOU,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,glen_carlou.jpg,GLEN CARLOU.jpg,100,T1,exact normalized (unique),MATCHED
212,DE GRENDEL,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,de_grendel.jpg,DE GRENDEL.jpg,100,T1,exact normalized (unique),MATCHED
213,SHANNON ELGIN,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,shannon_elgin.jpg,SHANNON ELGIN.jpg,100,T1,exact normalized (unique),MATCHED
214,THELEMA,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,thelema.jpg,THELEMA.jpg,100,T1,exact normalized (unique),MATCHED
215,CREATION,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,creation_215.jpg,CREATION [215].jpg,100,T0,id-suffix _215 + name match,MATCHED
216,GROOT CONSTANTIA,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,groot_constantia.jpg,GROOT CONSTANTIA.jpg,100,T1,exact normalized (unique),MATCHED
217,BOSCHENDAL 1685,Red Wine > MERLOT,Images/Porcupine Ridge Shiraz.jpg,boschendal_1685_217.jpg,BOSCHENDAL 1685 [217].jpg,100,T0,id-suffix _217 + name match,MATCHED
218,NEDERBURG,Red Wine > ROSÉ,Images/Mojito.jpg,nederburg_218.jpg,NEDERBURG [218].jpg,100,T0,id-suffix _218 + name match,MATCHED
219,WARWICK THE FIRST LADY,Red Wine > ROSÉ,Images/Mojito.jpg,warwick_the_first_lady.jpg,WARWICK THE FIRST LADY.jpg,100,T1,exact normalized (unique),MATCHED
220,L'AVENIR GLENROSE,Red Wine > ROSÉ,Images/Mojito.jpg,l_avenir_glenrose.jpg,L'AVENIR GLENROSE.jpg,100,T1,exact normalized (unique),MATCHED
221,LA MOTTE VIN DE JOIE,Red Wine > ROSÉ,Images/Mojito.jpg,la_motte_vin_de_joie.jpg,LA MOTTE VIN DE JOIE.jpg,100,T1,exact normalized (unique),MATCHED
222,NEDERBURG WINE MASTERS,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,nederburg_wine_masters.jpg,NEDERBURG WINE MASTERS.jpg,100,T1,exact normalized (unique),MATCHED
223,ZONNEBLOEM,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,zonnebloem_223.jpg,ZONNEBLOEM [223].jpg,100,T0,id-suffix _223 + name match,MATCHED
224,RUSTENBURG,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,rustenburg.jpg,RUSTENBURG.jpg,100,T1,exact normalized (unique),MATCHED
225,TOKARA,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,tokara.jpg,TOKARA.jpg,100,T1,exact normalized (unique),MATCHED
226,LE RICHE,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,le_riche.jpg,LE RICHE.jpg,100,T1,exact normalized (unique),MATCHED
227,ERNIE ELS MAJOR SERIES,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,ernie_els_major_series.jpg,ERNIE ELS MAJOR SERIES.jpg,100,T1,exact normalized (unique),MATCHED
228,KLEINE ZALZE FAMILY RESERVE,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,kleine_zalze_family_reserve.jpg,KLEINE ZALZE FAMILY RESERVE.jpg,100,T1,exact normalized (unique),MATCHED
229,BOEKENHOUTSKLOOF STELLENBOSCH,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,boekenhoutskloof_stellenbosch.jpg,BOEKENHOUTSKLOOF STELLENBOSCH.jpg,100,T1,exact normalized (unique),MATCHED
230,LE RICHE RESERVE,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,le_riche_reserve.jpg,LE RICHE RESERVE.jpg,100,T1,exact normalized (unique),MATCHED
231,NEIL ELLIS JONKERSHOEK VALLEY,Red Wine > CABERNET SAUVIGNON,Images/Two Oceans Sauvignon Blanc.jpg,neil_ellis_jonkershoek_valley.jpg,NEIL ELLIS JONKERSHOEK VALLEY.jpg,100,T1,exact normalized (unique),MATCHED
232,DURBANVILLE HILLS,Red Wine > SHIRAZ,Images/Porcupine Ridge Shiraz.jpg,durbanville_hills_232.jpg,DURBANVILLE HILLS [232].jpg,100,T0,id-suffix _232 + name match,MATCHED
233,CAPE OF GOOD HOPE RIEBEEKSRIVIER,Red Wine > SHIRAZ,Images/Porcupine Ridge Shiraz.jpg,cape_of_good_hope_riebeeksrivier.jpg,CAPE OF GOOD HOPE RIEBEEKSRIVIER.jpg,100,T1,exact normalized (unique),MATCHED
234,FAT BASTARD,Red Wine > SHIRAZ,Images/Porcupine Ridge Shiraz.jpg,fat_bastard_234.jpg,FAT BASTARD [234].jpg,100,T0,id-suffix _234 + name match,MATCHED
235,KLEINE ZALZE VINEYARD SELECTION,Red Wine > SHIRAZ,Images/Porcupine Ridge Shiraz.jpg,kleine_zalze_vineyard_selection_235.jpg,KLEINE ZALZE VINEYARD SELECTION [235].jpg,100,T0,id-suffix _235 + name match,MATCHED
236,BLACK,Red Wine > SHIRAZ,Images/Porcupine Ridge Shiraz.jpg,black_236.jpg,BLACK [236].jpg,100,T0,id-suffix _236 + name match,MATCHED
